BER_power,Iteration,Accuracy,Tacc,Precision,Recall,Confidence,Sub-Confidence,Acc_50
1x10^-5,0,0.8104,0.966,0.8144612357590666,0.8104000000000001,0.8576028943061829,0.7825623750686646,0.7793999910354614
1x10^-5,1,0.8104,0.966,0.8144612357590666,0.8104000000000001,0.8576028943061829,0.7825623750686646,0.7793999910354614
1x10^-5,2,0.8104,0.966,0.8144612357590666,0.8104000000000001,0.8576028943061829,0.7825623750686646,0.7793999910354614
1x10^-5,3,0.8104,0.966,0.8144612357590666,0.8104000000000001,0.8576028943061829,0.7825623750686646,0.7793999910354614
1x10^-5,4,0.8104,0.966,0.8144612357590666,0.8104000000000001,0.8576028943061829,0.7825623750686646,0.7793999910354614
1x10^-5,5,0.8104,0.966,0.8144612357590666,0.8104000000000001,0.8576028943061829,0.7825623750686646,0.7793999910354614
1x10^-5,6,0.8104,0.966,0.8144612357590666,0.8104000000000001,0.8576028943061829,0.7825623750686646,0.7793999910354614
5x10^-5,0,0.796,0.9622,0.8038200772421646,0.7959999999999999,0.8476320505142212,0.7683777809143066,0.7630999684333801
5x10^-5,1,0.7783,0.954,0.7873957828698146,0.7783,0.8309475183486938,0.7473343014717102,0.7389000058174133
5x10^-5,2,0.5114,0.802,0.7887357980266485,0.5114,0.6626051664352417,0.5263105630874634,0.4302999973297119
5x10^-5,3,0.7775,0.9557,0.7961886757075791,0.7775,0.8296651244163513,0.7444621324539185,0.7393999695777893
5x10^-5,4,0.7827,0.9595,0.794138078027799,0.7827000000000002,0.8391607403755188,0.7574079036712646,0.7455999851226807
5x10^-5,5,0.7946,0.9606,0.8053097997967972,0.7946,0.8444724678993225,0.7636233568191528,0.7601000070571899
5x10^-5,6,0.8046,0.9637,0.8111563911916037,0.8046,0.8549811244010925,0.7785438299179077,0.7712000012397766
1x10^-4,0,0.6894,0.9155,0.7775881356427821,0.6894,0.7599399089813232,0.6588640213012695,0.6243999600410461
1x10^-4,1,0.7851,0.9615,0.7957845125723353,0.7851,0.8449074029922485,0.765379011631012,0.7524999976158142
1x10^-4,2,0.7654,0.9498,0.7880930499372969,0.7654,0.8269789814949036,0.7414378523826599,0.7265999913215637
1x10^-4,3,0.7879,0.9593,0.7974823415845493,0.7878999999999999,0.8279343843460083,0.7449046969413757,0.7455999851226807
1x10^-4,4,0.6841,0.9123,0.7433500523563893,0.6840999999999999,0.7801775336265564,0.679390013217926,0.6308000087738037
1x10^-4,5,0.7694,0.9542,0.7859802794230314,0.7694,0.8286004662513733,0.7430042624473572,0.7301999926567078
1x10^-4,6,0.7494,0.9436,0.7793005572505081,0.7494,0.8131422400474548,0.7237837314605713,0.7046999931335449
5x10^-4,0,0.5956,0.864,0.6983328396748173,0.5956,0.683478832244873,0.568474531173706,0.5095999836921692
5x10^-4,1,0.5371,0.8147,0.6917086955983256,0.5370999999999999,0.6578368544578552,0.5339615941047668,0.4569000005722046
5x10^-4,2,0.3088,0.6389,0.7298472801090757,0.3088,0.6149426102638245,0.48929089307785034,0.22919999063014984
5x10^-4,3,0.668,0.9074,0.726362474522788,0.668,0.6987134218215942,0.5883320569992065,0.5712999701499939
5x10^-4,4,0.4616,0.7649,0.6846020817033623,0.46159999999999995,0.602859377861023,0.4727657735347748,0.367499977350235
5x10^-4,5,0.5021,0.7886,0.6668440705861366,0.5021,0.6076444387435913,0.48389318585395813,0.39659997820854187
5x10^-4,6,0.3877,0.6577,0.6442588995990234,0.38770000000000004,0.35686638951301575,0.2528548836708069,0.18449999392032623
