BER_power,Iteration,Accuracy,Tacc,Precision,Recall,Confidence,Sub-Confidence,Acc_50
1x10^-5,0,0.8104,0.966,0.8144612357590666,0.8104000000000001,0.8576028943061829,0.7825623750686646,0.7793999910354614
1x10^-5,1,0.8104,0.966,0.8144612357590666,0.8104000000000001,0.8576028943061829,0.7825623750686646,0.7793999910354614
1x10^-5,2,0.8104,0.966,0.8144612357590666,0.8104000000000001,0.8576028943061829,0.7825623750686646,0.7793999910354614
1x10^-5,3,0.8104,0.966,0.8144612357590666,0.8104000000000001,0.8576028943061829,0.7825623750686646,0.7793999910354614
1x10^-5,4,0.8104,0.966,0.8144612357590666,0.8104000000000001,0.8576028943061829,0.7825623750686646,0.7793999910354614
1x10^-5,5,0.8104,0.966,0.8144612357590666,0.8104000000000001,0.8576028943061829,0.7825623750686646,0.7793999910354614
1x10^-5,6,0.8104,0.966,0.8144612357590666,0.8104000000000001,0.8576028943061829,0.7825623750686646,0.7793999910354614
5x10^-5,0,0.797,0.9624,0.8032872346564187,0.797,0.8437833189964294,0.7631791830062866,0.7586999535560608
5x10^-5,1,0.7966,0.9585,0.8019102562730871,0.7966,0.8520320653915405,0.7750555276870728,0.7634999752044678
5x10^-5,2,0.8104,0.966,0.8144612357590666,0.8104000000000001,0.8576028943061829,0.7825623750686646,0.7793999910354614
5x10^-5,3,0.7919,0.9617,0.7990597515073907,0.7919,0.8414868116378784,0.7600895166397095,0.7550999522209167
5x10^-5,4,0.7882,0.9571,0.7987627987780738,0.7881999999999999,0.8428131341934204,0.7625791430473328,0.7551999688148499
5x10^-5,5,0.7838,0.9565,0.7928109449033138,0.7837999999999999,0.8407749533653259,0.7597656846046448,0.7465999722480774
5x10^-5,6,0.7883,0.9562,0.7967801333983769,0.7883,0.8320314288139343,0.7491312623023987,0.7497000098228455
1x10^-4,0,0.7833,0.9551,0.7941530392152086,0.7833,0.8389475345611572,0.7573500871658325,0.748699963092804
1x10^-4,1,0.781,0.9535,0.7939300359846273,0.7809999999999999,0.8297821283340454,0.7459030151367188,0.7389000058174133
1x10^-4,2,0.7734,0.9511,0.7914541978988039,0.7734000000000001,0.8277233839035034,0.7429828643798828,0.7321999669075012
1x10^-4,3,0.7041,0.92,0.7553822213044208,0.7041,0.775800347328186,0.6743363738059998,0.649399995803833
1x10^-4,4,0.7585,0.9457,0.7849765633890223,0.7585,0.7995024919509888,0.7064520120620728,0.7051999568939209
1x10^-4,5,0.7733,0.9514,0.787184216830307,0.7733000000000001,0.830955445766449,0.7469140887260437,0.7353000044822693
1x10^-4,6,0.7552,0.9465,0.7724494932727862,0.7552000000000001,0.8007100820541382,0.7098314166069031,0.7051999568939209
5x10^-4,0,0.2903,0.5528,0.5419647104648712,0.2903,0.4045422375202179,0.2772385776042938,0.15719999372959137
5x10^-4,1,0.4012,0.7223,0.6342099051648493,0.4012,0.6138352751731873,0.48226264119148254,0.3148999810218811
5x10^-4,2,0.3597,0.682,0.6584723722009863,0.3597,0.48196864128112793,0.35816338658332825,0.22049999237060547
5x10^-4,3,0.3283,0.6256,0.6082236634205677,0.3283,0.47857582569122314,0.3495772182941437,0.21279999613761902
5x10^-4,4,0.1738,0.4576,0.558358639552927,0.17379999999999998,0.6230504512786865,0.4968360662460327,0.1257999986410141
5x10^-4,5,0.3335,0.6095,0.5967823747692197,0.3335,0.48100581765174866,0.3560044467449188,0.22360000014305115
5x10^-4,6,0.4571,0.771,0.6524752252460357,0.4571,0.5727778077125549,0.445430189371109,0.34360000491142273
