BER_power,Iteration,Accuracy,Tacc,Precision,Recall,Confidence,Sub-Confidence,Acc_50
-6,0,0.7479,0.9462,0.749239482657842,0.7478999999999999,0.7619618773460388,0.655081570148468,0.6743999719619751
-6,1,0.7479,0.9462,0.749239482657842,0.7478999999999999,0.7619618773460388,0.655081570148468,0.6743999719619751
-6,2,0.7485,0.9469,0.7500097985498407,0.7484999999999999,0.760701596736908,0.6533880233764648,0.6744999885559082
-6,3,0.7479,0.9462,0.749239482657842,0.7478999999999999,0.7619618773460388,0.655081570148468,0.6743999719619751
-6,4,0.7479,0.9462,0.749239482657842,0.7478999999999999,0.7619618773460388,0.655081570148468,0.6743999719619751
-6,5,0.7479,0.9462,0.749239482657842,0.7478999999999999,0.7619618773460388,0.655081570148468,0.6743999719619751
-6,6,0.7479,0.9462,0.749239482657842,0.7478999999999999,0.7619618773460388,0.655081570148468,0.6743999719619751
-6,7,0.7479,0.9462,0.749239482657842,0.7478999999999999,0.7619618773460388,0.655081570148468,0.6743999719619751
-6,8,0.7479,0.9462,0.749239482657842,0.7478999999999999,0.7619618773460388,0.655081570148468,0.6743999719619751
-6,9,0.7479,0.9462,0.749239482657842,0.7478999999999999,0.7619618773460388,0.655081570148468,0.6743999719619751
-5,0,0.7185,0.9334,0.730630782141156,0.7184999999999999,0.7490516901016235,0.6393648982048035,0.6499999761581421
-5,1,0.7399,0.9437,0.7446394784423864,0.7399000000000001,0.7567213773727417,0.6481814384460449,0.6654999852180481
-5,2,0.733,0.9404,0.740307886598947,0.7330000000000001,0.7471979856491089,0.6378350853919983,0.6538000106811523
-5,3,0.7423,0.9448,0.7443365569614098,0.7423000000000001,0.7613196969032288,0.6543482542037964,0.6743999719619751
-5,4,0.7403,0.9442,0.7436575641005507,0.7403000000000001,0.7562914490699768,0.6483680605888367,0.6663999557495117
-5,5,0.7413,0.9443,0.7430607843655396,0.7413,0.7605335116386414,0.6540203094482422,0.670199990272522
-5,6,0.7395,0.9419,0.7474834076305834,0.7395,0.758683979511261,0.6503597497940063,0.6681999564170837
-5,7,0.7369,0.943,0.7432814906166729,0.7369,0.7579023838043213,0.6505082249641418,0.6657999753952026
-5,8,0.7411,0.9426,0.7458677811224302,0.7411,0.7546261548995972,0.6457589864730835,0.6650999784469604
-5,9,0.74,0.9451,0.7435561964539089,0.74,0.7523716688156128,0.6439825892448425,0.6633999943733215
-4,0,0.5661,0.8543,0.655332583413838,0.5661,0.6321411728858948,0.500967264175415,0.4592999815940857
-4,1,0.5582,0.8341,0.6400985798700122,0.5582,0.6033705472946167,0.47284379601478577,0.4424999952316284
-4,2,0.598,0.8691,0.6484202332091118,0.598,0.6172915101051331,0.4913843870162964,0.4772999882698059
-4,3,0.5198,0.8117,0.622381644831564,0.5198,0.5908104777336121,0.4559593200683594,0.40529999136924744
-4,4,0.4697,0.7736,0.6336883595448101,0.4697,0.5675133466720581,0.43187734484672546,0.3578999936580658
-4,5,0.3456,0.6497,0.6085966920495222,0.3456,0.5078227519989014,0.3584824502468109,0.23819999396800995
-4,6,0.6255,0.8838,0.6913795165051232,0.6255,0.6557561755180359,0.5297841429710388,0.5200999975204468
-4,7,0.4148,0.7425,0.6777035498434555,0.41480000000000006,0.6188221573829651,0.4809459149837494,0.3360999822616577
-4,8,0.4216,0.811,0.7304434333197978,0.4216,0.7720203399658203,0.6707227826118469,0.36569997668266296
-4,9,0.5557,0.8414,0.6292526704650494,0.5557,0.6302663683891296,0.4983721673488617,0.45989999175071716
